ID;AtcCode;Name;FormOfInjection;Strength;LegalStatus;Reimbursement;Manufacturer;Spc;Pil;ValidFrom;ValidTo
126;T01RS01;TONSILGON N;coated tablet;;OTC;No;Bionorica SE;SPC_1334797.pdf;PIL_1334797.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
127;M01AX05;ARTHRYL;powder for oral solution;1200mg;OTC;No;Meda Pharma SIA;SPC_1029035.pdf;PIL_1029035.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
128;B01AC06;THROMBO ASS;gastro-resistant tablet;100mg;OTC;No;G.L. Pharma GmbH;SPC_1065798.pdf;PIL_1065798.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
129;R05CA12;HEDELIX;effervescent tablet;50mg;OTC;No;Krewel Meuselbach GmbH;SPC_1758629.pdf;PIL_1758629.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
130;R05CA12;PROSPAN;oral drops, solution;20mg 1ml;OTC;No;ENGELHARD ARZNEIMITTEL  GmbH & Co. KG;SPC_1122062.pdf;PIL_1122062.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
131;D11AX01;REGAINE;cutaneous solution;20mg 1ml;OTC;No;McNeil Products Limited;SPC_1022353.pdf;PIL_1022353.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
132;A11DA03;BENFOGAMMA;coated tablet;50mg;Hospital use,OTC;No;WÖRWAG PHARMA GmbH & Co. KG;SPC_1031050.pdf;PIL_1031050.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
133;G02BB81;PHARMATEX 12MG/G;vaginal cream;1,20%;OTC;No;LABORATOIRE INNOTECH INTERNATIONAL;SPC_1038754.pdf;PIL_1038754.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
134;R06AX22;KESTINE 10 mg;film-coated tablet;10mg;OTC,Prescription;No;Almirall S.A;SPC_1137046.pdf;PIL_1137046.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
135;D01AE15;LAMISIL;cream;10mg 1g;OTC;No;GlaxoSmithKline Consumer Healthcare (UK) Trading Limited;SPC_1002902.pdf;PIL_1002902.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
136;A01AD80;CALGEL;gingival gel;3,3mg +1mg 1g;OTC;No;McNeil Products Limited;SPC_1034918.pdf;PIL_1034918.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
137;G03AD01;ESCAPELLE;tablet;1,5mg;OTC;No;Gedeon Richter Plc.;SPC_1134100.pdf;PIL_1134100.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
138;R02AA95;NEO-ANGIN CHERRY;lozenge;0,6mg +1,2mg +5,9mg;OTC;No;DIVAPHARMA GmbH;SPC_1393185.pdf;PIL_1393185.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
139;D08AJ01;DETTOL MED;cutaneous spray, solution;0,2% w/w;OTC;No;Reckitt Benckiser (Poland) S.A.;SPC_1606889.pdf;PIL_1606889.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
140;R02AA95;NEO-ANGIN;lozenge;0,6mg +1,2mg +5,9mg;OTC;No;DIVAPHARMA GmbH;SPC_1113477.pdf;PIL_1113477.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
141;A06AB02;BISACODYL GSK;suppository;10mg;OTC;No;GlaxoSmithKline Pharmaceuticals S.A.;SPC_1082461.pdf;PIL_1082461.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
142;R05CB06;AMBROXOL SANDOZ 15MG/5ML;syrup;3mg 1ml;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1034693.pdf;PIL_1034693.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
143;R06AE07;ZYRTEC;oral solution;1mg 1ml;OTC,Prescription;No;UCB Pharma Oy Finland;SPC_1026526.pdf;PIL_1026526.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
144;M01AE01;NESSAPOL;oral suspension in sachet;200mg;OTC;No;PharmaSwiss Ceska republika s.r.o;SPC_1716836.pdf;PIL_1716836.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
145;D01AE15;LAMISIL UNO;cutaneous solution;10mg 1g;OTC;No;GlaxoSmithKline Consumer Healthcare (UK) Trading Limited;SPC_1229150.pdf;PIL_1229150.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
146;D01AC08;MIKANISAL;shampoo;20mg 1g;OTC;No;AS Grindeks;SPC_1343731.pdf;PIL_1343731.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
147;A01AD91;FROBEN;oromucosal spray, solution;2,5mg 1ml;OTC;No;BGP Products SIA;SPC_1669787.pdf;PIL_1669787.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
148;B01AC80;HJERTEMAGNYL;film-coated tablet;150mg +21mg;OTC;No;Takeda Pharma AS;SPC_1060377.pdf;PIL_1060377.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
149;G02CX03;AGNUCASTON;film-coated tablet;10mg;OTC;No;Bionorica SE;SPC_1681624.pdf;PIL_1681624.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
150;R02AA98;SEPTOLETE PLUS;oromucosal spray, solution;2mg +10mg 1ml;OTC;No;KRKA d.d., Novo mesto;SPC_1434440.pdf;PIL_1434440.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
151;M02AX90;VIPROSAL B;ointment;30mg +10mg +30mg +0,05RÜ 1g;OTC;No;AS Grindeks;SPC_1697575.pdf;PIL_1697575.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
152;N02BE75;TRIFLUNEX;powder for oral solution;500mg +200mg +10mg;OTC;No;WICK Pharma Zweigniederlassung der Procter & Gamble GmbH;SPC_1639515.pdf;PIL_1639515.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
153;R05CB01;ACC 100 MG;powder for oral solution;100mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1039249.pdf;PIL_1039249.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
154;R01AA07;XYMELIN MENTHOL 1mg/ml;nasal spray, solution;1mg 1ml;OTC;No;Takeda Pharma AS;SPC_1135404.pdf;PIL_1135404.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
155;N02BA80;ASPROVIT+C;effervescent tablet;400mg +300mg;OTC;No;PharmaEstica Manufacturing OÜ;SPC_1010743.pdf;PIL_1010743.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
156;M01AE17;KETESSE;film-coated tablet;25mg;OTC,Prescription;No;Menarini International Operations Luxembourg S.A.;SPC_1211601.pdf;PIL_1211601.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
157;R06AE07;CETIRIZIN ACTAVIS;film-coated tablet;10mg;OTC,Prescription;Yes;Actavis Group PTC ehf;SPC_1098907.pdf;PIL_1098907.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
158;T01RS02;BERBERIS HOMACCORD;oral drops, solution;;OTC;No;Biologische Heilmittel Heel GmbH;SPC_1150816.pdf;PIL_1150816.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
159;A06AG11;MICROLAX;rectal solution;9mg +625mg +90mg 1ml;OTC;No;McNeil AB;SPC_1082630.pdf;PIL_1082630.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
160;N02BE96;GRIPPOSTAD C;capsule, hard;200mg +150mg +25mg +2,5mg;OTC;No;STADA  Arzneimittel AG;SPC_1098503.pdf;PIL_1098503.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
161;P03AX01;BENZOTAL;ointment;200mg 1g;OTC;No;AS Grindeks;SPC_1006872.pdf;PIL_1006872.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
162;D01AE15;LAMISIL DERMGEL;gel;10mg 1g;OTC,Prescription;No;GlaxoSmithKline Consumer Healthcare (UK) Trading Limited;SPC_1061020.pdf;PIL_1061020.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
163;N02BE95;SWISPARA;powder for oral solution;500mg +12,2mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1607925.pdf;PIL_1607925.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
164;M01AE01;IBUSTAR FORTE;oral suspension;40mg 1ml;OTC;No;Berlin-Chemie AG (Menarini Group);SPC_1677405.pdf;PIL_1677405.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
165;D08AX83;BRILLIANT GREEN VALENTIS;cutaneous solution;10mg 1ml;OTC;No;"UAB Valentis""""";SPC_1433089.pdf;PIL_1433089.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
166;R02AA95;NEO-ANGIN SALVIA;lozenge;0,6mg +1,2mg +5,9mg;OTC;No;DIVAPHARMA GmbH;SPC_1393220.pdf;PIL_1393220.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
167;R05CB06;BRONTEX SIIRUP;syrup;3mg 1ml;OTC;No;ratiopharm GmbH;SPC_1008931.pdf;PIL_1008931.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
168;M02AA15;DICLAC 1%;gel;10mg 1g;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1153268.pdf;PIL_1153268.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
169;B01AC06;ASA KRKA;gastro-resistant tablet;100mg;OTC;No;KRKA d.d., Novo mesto;SPC_1709579.pdf;PIL_1709579.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
170;A06AB08;REGULAX PIKOSULFAAT;oral drops, solution;7,23mg 1ml;OTC;No;Krewel Meuselbach GmbH;SPC_1101250.pdf;PIL_1101250.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
171;R01AA07;SINZYL;nasal spray, solution;1mg 1ml;OTC;No;STADA Arzneimittel AG;SPC_1686797.pdf;PIL_1686797.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
172;M01AE01;NUROFEN EXPRESS;coated tablet;200mg;OTC;No;Reckitt Benckiser (Poland) S.A.;SPC_1285624.pdf;PIL_1285624.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
173;A06AB08;GUTTALAX;oral drops, solution;7,5mg 1ml;OTC;No;Sanofi-Aventis Estonia OÜ;SPC_1017087.pdf;PIL_1017087.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
174;M02AA15;VOLTAREN EMULGEL;gel;10mg 1g;OTC;No;GlaxoSmithKline Consumer Healthcare (UK) Trading Limited;SPC_1074068.pdf;PIL_1074068.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
175;N02BE01;GRIPPOSTAD;powder for oral solution;600mg;OTC;No;STADA  Arzneimittel AG;SPC_1076262.pdf;PIL_1076262.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
176;M01AE01;BRUFEN;effervescent granules;200mg;OTC;No;BGP Products SIA;SPC_1601895.pdf;PIL_1601895.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
177;M01AE17;KETESSE;"oral solution in sachet
";25mg;OTC,Prescription;No;Menarini International Operations Luxembourg S.A.;SPC_1753792.pdf;PIL_1753792.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
178;R05CA86;HERBION ISLANDI KÄOKÕRV;syrup;6mg 1ml;OTC;No;KRKA d.d., Novo mesto;SPC_1563386.pdf;PIL_1563386.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
179;T01RS02;ZEEL COMP. N;tablet;;OTC;No;Biologische Heilmittel Heel GmbH;SPC_1235214.pdf;PIL_1235214.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
180;R05CB01;ACC 200 MG;effervescent tablet;200mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1112465.pdf;PIL_1112465.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
181;R02AA98;SEPTOLETE PLUS;lozenge;1mg +5mg;OTC;No;KRKA d.d., Novo mesto;SPC_1314245.pdf;PIL_1314245.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
182;T01RS01;EUCARBON HERBAL;tablet;;OTC;No;F. TRENKA chemisch-pharmazeutische Fabrik GmbH.;SPC_1099919.pdf;PIL_1099919.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
183;N07BA01;NIQUITIN MINT;medicated chewing-gum;2mg;OTC;No;Richard Bittner AG;SPC_1642317.pdf;PIL_1642317.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
184;B01AC06;CARDIOPYRIN;gastro-resistant tablet;75mg;OTC;No;G.L. Pharma GmbH;SPC_1287660.pdf;PIL_1287660.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
185;R05XA82;FEBRILEK;film-coated tablet;200mg +30mg;OTC;No;PharmaSwiss Ceska republika s.r.o;SPC_1663804.pdf;PIL_1663804.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
186;C05CA03;FLEBAVEN;tablet;1000mg;OTC;No;Krka, d.d. Novo mesto;SPC_1706633.pdf;PIL_1706633.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
187;T01RS02;DIFOSS PEKANA;pillules;;OTC;No;PEKANA Naturheilmittel GmbH;SPC_1631966.pdf;PIL_1631966.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
188;R01AA07;SUDAFED XYLO;nasal spray, solution;0,5mg 1ml;OTC;No;McNeil Products Limited;SPC_1040195.pdf;PIL_1040195.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
189;D01AE15;TERBITAL;cream;1%;OTC;No;AS Grindeks;SPC_1179750.pdf;PIL_1179750.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
190;M02AA15;ORTOFEN;ointment;20mg 1g;OTC;No;AS Grindeks;SPC_1749731.pdf;PIL_1749731.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
191;R01AA07;SUDAFED XYLO;nasal spray, solution;1mg 1ml;OTC;No;McNeil Products Limited;SPC_1040173.pdf;PIL_1040173.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
192;R01AD08;FLIXONASE;nasal spray, suspension;50mcg 1pihustus;OTC;No;GlaxoSmithKline Dungarvan Limited;SPC_1762950.pdf;PIL_1762950.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
193;A02AD81;MAALOX (SUHKRUVABA);chewable tablet;400mg +400mg;OTC;No;sanofi-aventis Estonia OÜ;SPC_1390643.pdf;PIL_1390643.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
194;J05AB01;ACIC 200 MG;tablet;200mg;OTC,Prescription;No;Sandoz Pharmaceuticals d.d.;SPC_1013623.pdf;PIL_1013623.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
195;T01RS02;ITIRES PEKANA;pillules;;OTC;No;PEKANA Naturheilmittel GmbH;SPC_1631977.pdf;PIL_1631977.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
196;B01AC06;ASPIRIN CARDIO;gastro-resistant tablet;100mg;OTC;No;UAB Bayer;SPC_1345687.pdf;PIL_1345687.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
197;R05CB06;BRONTEX LAHUS;oral solution;7,5mg 1ml;OTC;No;ratiopharm GmbH;SPC_1008896.pdf;PIL_1008896.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
198;N02BE01;PAMOL;film-coated tablet;500mg;OTC;No;Takeda Pharma AS;SPC_1529502.pdf;PIL_1529502.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
199;M01AE01;IBUPROFEN-GRINDEKS;film-coated tablet;200mg;OTC;No;AS Grindeks;SPC_1004656.pdf;PIL_1004656.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
200;D03AX03;BEPANTHEN;cream;50mg 1g;OTC;No;UAB Bayer;SPC_1000865.pdf;PIL_1000865.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
201;N07BA01;NICOTINELL FRUIT;medicated chewing-gum;4mg;OTC;No;GlaxoSmithKline Consumer Healthcare (UK) Trading Limited;SPC_1398427.pdf;PIL_1398427.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
202;D02AB80;DERMILON PASTE;cutaneous paste;220mg 1g;OTC;No;CESRA ARZNEIMITTEL GmbH& Co.KG;SPC_1115301.pdf;PIL_1115301.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
203;A12AX80;CALCIVID 600 MG/400 IU;film-coated tablet;600mg +400RÜ;OTC;No;Beres Pharmaceutical Ltd.;SPC_1753770.pdf;PIL_1753770.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
204;A06AD84;MOLAXOLE;powder for oral solution;13,125mg +350,7mg +178,5mg +46,6mg;OTC;No;SIA Meda Pharma;SPC_1518207.pdf;PIL_1518207.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
205;N06DX02;GINGIUM 120MG;film-coated tablet;120mg;OTC;No;Sandoz d.d.;SPC_1382318.pdf;PIL_1382318.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
206;M02AX85;SPIRITUS CAMPHORATUS 2%;cutaneous solution;20mg 1ml;OTC;No;RIGA PHARMACEUTICAL PLANT;SPC_1607330.pdf;PIL_1607330.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
207;D01AE15;TERBINAFIN-RATIOPHARM;cream;10mg 1g;OTC;No;ratiopharm GmbH;SPC_1293375.pdf;PIL_1293375.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
208;A12AA04;CALCIGRAN SINE;chewable tablet;1250mg;OTC;Yes;Takeda Pharma AS;SPC_1046337.pdf;PIL_1046337.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
209;T01RS02;NERHEEL;tablet;;OTC;No;Biologische Heilmittel Heel GmbH;SPC_1151042.pdf;PIL_1151042.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
210;M02AA81;DEEP RELIEF;gel;50mg +30mg 1g;OTC;No;THE MENTHOLATUM COMPANY LTD.;SPC_1074169.pdf;PIL_1074169.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
211;T01RS02;HECHOCUR PEKANA;pillules;;OTC;No;PEKANA Naturheilmittel GmbH;SPC_1631955.pdf;PIL_1631955.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
212;R06AX27;DASERGIN;film-coated tablet;5mg;OTC;No;KRKA d.d., Novo mesto;SPC_1745962.pdf;PIL_1745962.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
213;T01RS02;INFRAGIL PEKANA;pillules;;OTC;No;PEKANA Naturheilmittel GmbH;SPC_1631944.pdf;PIL_1631944.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
214;B03AE82;FERCELAN;capsule, hard;202,8mg +0,8mg +100mg;OTC;No;G.L. Pharma GmbH;SPC_1722743.pdf;PIL_1722743.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
215;N02BE84;COLDREX HOTREM LEMON;powder for oral solution;750mg +10mg +60mg;OTC;No;Richard Bittner AG;SPC_1009224.pdf;PIL_1009224.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
216;M02AX80;FINALGON;ointment;25mg +4mg 1g;OTC;No;Sanofi-Aventis Estonia OÜ;SPC_1007390.pdf;PIL_1007390.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
217;M01AE01;NUROFEN;coated tablet;200mg;OTC;No;Reckitt Benckiser (Poland) S.A.;SPC_1029259.pdf;PIL_1029259.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
218;D08AX83;SOLUTIO VIRIDIS NITENTIS SPIRITUOSA;cutaneous solution;1%;OTC;No;RIGA PHARMACEUTICAL PLANT;SPC_1039812.pdf;PIL_1039812.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
219;T01RS01;DOPPELHERZ ENERGOVITAL TONIK K;oral liquid;;OTC;No;Queisser Pharma GmbH & Co. KG;SPC_1302039.pdf;PIL_1302039.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
220;N02BE84;COLDREX HOTREM MENTHOL;powder for oral solution;40mg +10mg +600mg;OTC;No;Richard Bittner AG;SPC_1557581.pdf;PIL_1557581.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
221;R06AX13;CLARITINE;tablet;10mg;OTC,Prescription;No;UAB Bayer;SPC_1086656.pdf;PIL_1086656.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
222;R02AA95;NEO-ANGIN SUHKRUVABA;lozenge;0,6mg +1,2mg +5,72mg;OTC;No;DIVAPHARMA GmbH;SPC_1113455.pdf;PIL_1113455.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
223;R05CB06;AMBROXOL SANDOZ 30MG;tablet;30mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1034705.pdf;PIL_1034705.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
224;D11AX01;REGAINE;cutaneous solution;50mg 1ml;OTC;No;McNeil Products Limited;SPC_1022364.pdf;PIL_1022364.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
225;A07DA03;IMODIUM INSTANT;orodispersible tablet;2mg;OTC;No;McNeil Products Limited;SPC_1603651.pdf;PIL_1603651.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
226;R05CA90;BRONCHIPRET THYME & PRIMULA;film-coated tablet;160mg +60mg;OTC;No;Bionorica SE;SPC_1714799.pdf;PIL_1714799.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
227;B03AD02;FERRETAB COMP.;prolonged-release capsule, hard;152,1mg +0,5mg;OTC;No;G.L. Pharma GmbH;SPC_1041006.pdf;PIL_1041006.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
228;M02AA13;IBUMETIN;gel;5%;OTC;No;Takeda Pharma AS;SPC_1109865.pdf;PIL_1109865.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
229;A03AX83;OLEOMINT;gastro-resistant capsule, soft;182mg;OTC;No;Medana Pharma SA;SPC_1738234.pdf;PIL_1738234.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
230;M01AE01;BRUFEN;oral suspension;40mg 1ml;OTC;No;BGP Products SIA;SPC_1602122.pdf;PIL_1602122.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
231;T01RS01;NELLADEL;coated tablet;6,4mg 300mg;OTC;No;Idelyn s.r.o.;SPC_1676303.pdf;PIL_1676303.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
232;A03AX13;ESPUMISAN 100 MG/ML;oral drops, emulsion;100mg 1ml;OTC;No;Berlin-Chemie AG (Menarini Group);SPC_1319712.pdf;PIL_1319712.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
233;R01BA02;SUDAFED;film-coated tablet;60mg;OTC;No;McNeil Products Limited;SPC_1006401.pdf;PIL_1006401.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
234;A02BC02;CONTROLOC CONTROL;gastro-resistant tablet;20mg;OTC;No;Takeda GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001097/WC500034150.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001097/WC500034150.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
235;G03AD01;LEVODONNA;tablet;1500mcg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1593132.pdf;PIL_1593132.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
236;R06AE07;ACETERIN EXPRESS;film-coated tablet;10mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1121881.pdf;PIL_1121881.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
237;R05CA89;BRONCHIPRET;oral solution;169,49mg +16,95mg 1ml;OTC;No;Bionorica SE;SPC_1309586.pdf;PIL_1309586.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
238;G04CX02;PROSTAMOL UNO;capsule, soft;320mg;OTC;No;Berlin-Chemie AG (Menarini Group);SPC_1081022.pdf;PIL_1081022.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
239;A08AB01;ALLI;capsule, hard;60mg;OTC;No;Glaxo Group Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000854/WC500024120.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000854/WC500024120.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
240;R02AA06;SEPTOLETE LEMON;lozenge;1,2mg;OTC;No;KRKA d.d., Novo mesto;SPC_1220971.pdf;PIL_1220971.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
241;D01AC01;KLOTRIMASOOL GSK;cream;10mg 1g;OTC;No;GlaxoSmithKline Pharmaceuticals S.A.;SPC_1045134.pdf;PIL_1045134.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
242;T01RS02;OTIDOLO PEKANA;ear drops, solution;;OTC;No;PEKANA Naturheilmittel GmbH;SPC_1633968.pdf;PIL_1633968.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
243;R05CA92;BRONCOPHEN THYMIA;pastille;59,5mg;OTC;No;Kwizda Pharma GmbH;SPC_1480496.pdf;PIL_1480496.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
244;A02BC02;SOMAC CONTROL;gastro-resistant tablet;20mg;OTC;No;Takeda GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001098/WC500054367.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001098/WC500054367.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
245;C01EB80;HAWTHORN TINCTURE AVECO;oral drops, solution;1ml 1ml;OTC;No;"UAB Aveco""""";SPC_1616183.pdf;PIL_1616183.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
246;R05CA12;HERBION LUUDEROHI;syrup;7mg 1ml;OTC;No;Krka, d.d., Novo mesto;SPC_1526992.pdf;PIL_1526992.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
247;G03AD01;LEVIDON;tablet;750mcg;OTC;No;UAB Orivas;SPC_1566277.pdf;PIL_1566277.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
248;S01XA81;OFTAGEL;eye gel;2,5mg 1g;OTC;No;SANTEN OY;SPC_1044391.pdf;PIL_1044391.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
249;M02AA15;DICLOFLEX;cutaneous spray, solution;40mg 1g;OTC;No;MIKA Pharma GmbH;SPC_1217270.pdf;PIL_1217270.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
250;A01AB12;HEXORAL;oromucosal spray, solution;0,20%;OTC;No;McNeil Products Limited;SPC_1040162.pdf;PIL_1040162.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
251;R05CA12;HEDELIX S.A.;oral drops, solution;40mg 1ml;OTC;No;Krewel Meuselbach GmbH;SPC_1108426.pdf;PIL_1108426.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
252;N02BE83;SOLPADEINE EXPRESS;effervescent tablet;65mg +500mg;OTC;No;Richard Bittner AG;SPC_1689914.pdf;PIL_1689914.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
253;R05CB01;ACC LONG;effervescent tablet;600mg;OTC;Yes;Sandoz Pharmaceuticals d.d.;SPC_1493120.pdf;PIL_1493120.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
254;A01AD83;KAMISTAD N;oromucosal geel;20mg +185mg 1g;OTC;No;STADA  Arzneimittel AG;SPC_1127607.pdf;PIL_1127607.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
255;R05CB01;ACC 100 MG;effervescent tablet;100mg;OTC;No;Sandoz Pharmaceuticals d.d.;SPC_1112500.pdf;PIL_1112500.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
256;T01RS02;DATIF PC;tablet;;OTC;No;Boiron;;;0001-01-01T00:00:01;9999-12-31T23:59:59
